약수터명,소재지도로명주소,소재지지번주소,위도,경도,지정일자,일평균이용인구수,수질검사일자,수질검사결과구분,부적합항목,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
산토끼옹달샘,,서울특별시 서초구 원지동 산4-13,37.4367393714,127.0449491571,,100,2019-07-23,부적합,,02-2155-6874,서울특별시 서초구청,2019-07-31,3210000,서울특별시 서초구
원터골,,서울특별시 서초구 원지동 산4-13,37.4367393714,127.0449491571,,500,2019-07-23,부적합,총 대장균군 검출,02-2155-6873,서울특별시 서초구청,2019-07-31,3210000,서울특별시 서초구
마동 관음사약수터,전라남도 광양시 가야로 77,전라남도 광양시 마동 산 91-23,34.9528517,127.7029812692,2000-11-01,60,2018-12-24,적합,,061-797-2535,전라남도 광양시청,2019-02-27,4840000,전라남도 광양시
광영 큰골약수터,전라남도 광양시 광영큰골길 85,전라남도 광양시 광영동 산 61-2,34.9655308,127.7046318,1998-06-01,50,2018-12-24,적합,,061-797-2535,전라남도 광양시청,2019-02-27,4840000,전라남도 광양시
옥룡 상산약수터,전라남도 광양시 옥룡면 상산길 15,전라남도 광양시 옥룡면 추산리 산 227,35.0435615,127.5921925,1994-05-01,150,2018-12-24,적합,,061-797-2535,전라남도 광양시청,2019-02-27,4840000,전라남도 광양시
열림,,경기도 수원시 영통구 이의동 1043,37.309579,127.037789,2014-11-18,100,2020-01-13,적합,,031-228-8918,경기도 수원시 영통구청,2020-02-20,3740000,경기도 수원시
광교중앙,,경기도 수원시 영통구 이의동 1302,37.292434,127.062913,2014-11-18,220,2020-01-13,적합,,031-228-8918,경기도 수원시 영통구청,2020-02-20,3740000,경기도 수원시
사색,,경기도 수원시 영통구 원천동 588,37.2823710458,127.05478709,2014-11-18,90,2020-01-13,적합,,031-228-8918,경기도 수원시 영통구청,2020-02-20,3740000,경기도 수원시
혜령,,경기도 수원시 영통구 이의동 1354,37.2882680233,127.045247,2014-11-18,190,2020-01-13,적합,,031-228-8918,경기도 수원시 영통구청,2020-02-20,3740000,경기도 수원시
중앙공원,,경기도 수원시 영통구 영통동 961-1,37.2571868516,127.0720587201,2005-12-14,180,2020-01-13,적합,,031-228-8918,경기도 수원시 영통구청,2020-02-20,3740000,경기도 수원시
반달공원,,경기도 수원시 영통구 영통동 1012-4,37.2509328730,127.0788698443,2001-06-11,170,2020-01-13,적합,,031-228-8918,경기도 수원시 영통구청,2020-02-20,3740000,경기도 수원시
만수약수터,,경기도 동두천시 상패동 산 36,37.913589,127.043281,,130,2018-11-20,적합,,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
동암약수터,,경기도 동두천시 보산동 산 13-1,37.920463,127.072736,,30,2018-11-20,부적합,미검사(수원고갈),031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
88약수터,,경기도 동두천시 생연동 산 70,37.899604,127.074691,,30,2018-11-20,부적합,미검사(수원고갈),031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
창말약수터,,경기도 동두천시 동두천동 8,37.933087,127.064892,,65,2019-12-19,부적합,총대장균,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
옥녀봉약수터,,경기도 동두천시 상패동 산 77-7,37.906331,127.034151,,20,2019-12-19,부적합,미검사(수원고갈),031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
신선약수터,,경기도 동두천시 안흥동 산 70,37.9221134301,127.0477996789,,20,2019-12-19,적합,,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
시민약수터,,경기도 동두천시 생연동 산 70,37.899604,127.074691,,60,2019-12-19,적합,,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
소요산일주문약수터,,경기도 동두천시 상봉암동 산 1,37.9453481,127.0864835,,180,2019-12-19,적합,,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
소요산광장약수터,,경기도 동두천시 상봉암동 산 1,37.9453481,127.0864835,,180,2019-12-19,적합,,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
해지개큰샘,충청남도 공주시 웅진로 27,충청남도 공주시 봉황동 376-1,36.4452027668,127.1196552886,2019-02-22,100,2019-04-09,적합,없음,041-840-8626,공주시청 상하수도과,2019-09-25,4500000,충청남도 공주시
동학사 매표소,충청남도 공주시 반포면 동학사1로 327-6,충청남도 공주시 반포면 학봉리 777,36.3566829,127.2325192,1995-01-01,700,2019-04-09,적합,없음,042-825-3002,계룡산 국립공원관리사무소,2019-09-25,4500000,충청남도 공주시
갑사 용수대,충청남도 공주시 계룡면 갑사로 519,충청남도 공주시 계룡면 중장리 33-41,36.3678309471,127.1829464,2011-05-11,300,2019-04-09,적합,없음,042-825-3002,계룡산 국립공원관리사무소,2019-09-25,4500000,충청남도 공주시
동암약수터,,경기도 동두천시 보산동 산 13-1,37.920463,127.072736,,30,2019-04-18,적합,,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
88약수터,,경기도 동두천시 생연동 산 70,37.899604,127.074691,,30,2019-04-18,부적합,미검사(수원고갈),031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
창말약수터,,경기도 동두천시 동두천동 8,37.933087,127.064892,,65,2019-05-22,부적합,총대장균균,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
옥녀봉약수터,,경기도 동두천시 상패동 산 77-7,37.906331,127.034151,,20,2019-05-22,부적합,미검사(시설폐쇄),031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
시민약수터,,경기도 동두천시 생연동 산 70,37.899604,127.074691,,60,2019-05-22,부적합,총대장균균,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
소요산일주문약수터,,경기도 동두천시 상봉암동 산 1,37.9453481,127.0864835,,180,2019-05-22,적합,,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
홍복,,경기도 양주시 백석읍 복지리 산61,37.7672138812,126.9875097352,1996-01-31,140,2019-04-16,적합,,031-8082-6832,경기도 양주시청,2019-05-16,5590000,경기도 양주시
작은산대,경기도 양주시 평화로1203번길 76-7,경기도 양주시 산북동 산53-10,37.7993412254,127.0421340693,2002-12-10,50,2019-04-22,적합,,031-8082-6832,경기도 양주시청,2019-05-16,5590000,경기도 양주시
야촌(위),,경기도 양주시 삼숭동 산123,37.7920154558,127.1074866178,2002-12-10,20,2019-04-22,부적합,"총대장균군,분원성대장균군",031-8082-6832,경기도 양주시청,2019-05-16,5590000,경기도 양주시
과골,경기도 양주시 평화로1597번길 107,경기도 양주시 회정동 산44-3,37.832983,127.047427,1997-12-15,50,2019-04-18,적합,,031-8082-6832,경기도 양주시청,2019-05-16,5590000,경기도 양주시
극동,경기도 양주시 평화로1429번길 186-16,경기도 양주시 덕계동 산64,37.825586,127.0404179168,2005-09-13,50,2019-04-18,적합,,031-8082-6832,경기도 양주시청,2019-05-16,5590000,경기도 양주시
지장사,경기도 양주시 평화로1475번길 482-32,경기도 양주시 덕계동 752-1,37.8254009802,127.0286868642,1997-12-15,150,2019-04-18,부적합,"총대장균군,분원성대장균군",031-8082-6832,경기도 양주시청,2019-05-16,5590000,경기도 양주시
명성,경기도 양주시 평화로1399번길 62,경기도 양주시 덕계동 707-25,37.8144301214,127.0431465802,1998-09-14,100,2018-04-16,적합,,031-8082-6832,경기도 양주시청,2019-05-16,5590000,경기도 양주시
옥천,,경기도 양주시 덕계동 산139-9,37.8152715074,127.040779,1996-01-31,150,2019-04-18,적합,,031-8082-6832,경기도 양주시청,2019-05-16,5590000,경기도 양주시
양벌,,경기도 광주시 오포읍 양벌리 278-1,37.38155191,127.2569233,,30,2019-02-12,적합,,031-760-2609,경기도 광주시청,2019-09-25,5540000,경기도 광주시
국청사,"경기도 광주시 남한산성면 남한산성로780번길 105, (산성리)",경기도 광주시 남한산성면 산성리 803,37.48409112,127.1773501454,,50,2019-02-12,적합,,031-760-2609,경기도 광주시청,2019-09-25,5540000,경기도 광주시
남문,,경기도 광주시 남한산성면 산성리 1098,37.47633702,127.1831533,,130,2019-02-12,적합,,031-760-2609,경기도 광주시청,2019-09-25,5540000,경기도 광주시
숭열전입구,,경기도 광주시 남한산성면 산성리 산19,37.48138941,127.1799668864,,50,2019-02-12,적합,,031-760-2609,경기도 광주시청,2019-09-25,5540000,경기도 광주시
북문,"경기도 광주시 남한산성면 남한산성로780번길 41-6, (산성리)",경기도 광주시 남한산성면 산성리 1220,37.4810604,127.1821006109,,120,2019-02-12,적합,,031-760-2609,경기도 광주시청,2019-09-25,5540000,경기도 광주시
칠사산,,경기도 광주시 송정동 산10,37.42304472,127.2696201,,100,2019-02-12,적합,,031-760-2609,경기도 광주시청,2019-09-25,5540000,경기도 광주시
안골,,경기도 광주시 경안동 224,37.40644887,127.2468790853,,100,2019-02-12,적합,,031-760-2609,경기도 광주시청,2019-09-25,5540000,경기도 광주시
생골약수터,,경기도 동두천시 생연동 산 70,37.899604,127.074691,,30,2019-12-19,적합,,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
상패7통약수터,,경기도 동두천시 상패동 144,37.908502,127.041801,,0,2019-12-19,부적합,시설폐쇄,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
보은약수터,,경기도 동두천시 안흥동 산 70,37.9221134301,127.0477996789,,60,2019-12-19,적합,,031-860-2471,경기도 동두천시청,2019-08-31,3920000,경기도 동두천시
우성산(하)약수터,충청남도 청양군 청양읍 약수터길 15,충청남도 청양군 청양읍 읍내리 15-11,36.453685,126.807709,,150,2019-07-24,적합,,041-940-2262,충청남도 청양군청,2019-09-06,4590000,충청남도 청양군
우성산(상)약수터,,충청남도 청양군 청양읍 읍내리 산4-1,36.458004,126.789768,,50,2019-07-24,적합,,041-940-2262,충청남도 청양군청,2019-09-06,4590000,충청남도 청양군
장지약수터,,서울특별시 송파구 장지동 851,37.487099,127.139926,2012-05-15,100,2019-04-18,적합,,02-2147-3401,서울특별시 송파구청,2019-05-31,3230000,서울특별시 송파구
벽운동천,,서울특별시 노원구 상계1동 산42-1,37.681554,127.060168,2014-01-01,500,2017-05-16,적합,,02-2116-3952,노원구청 공원녹지과,2018-02-28,3100000,서울특별시 노원구
구암샘,,서울특별시 노원구 상계1동 산1-1,37.690243,127.076511,1987-01-01,50,2017-05-16,부적합,총대장균군,02-2116-3952,노원구청 공원녹지과,2018-02-28,3100000,서울특별시 노원구
영원암샘,,서울특별시 노원구 상계1동 산1-1,37.690243,127.076511,1990-01-01,50,2017-04-04,적합,,02-2116-3952,노원구청 공원녹지과,2018-02-28,3100000,서울특별시 노원구
충숙,,서울특별시 노원구 하계동 산16-1,37.641108,127.079725,1997-01-01,200,2017-05-16,적합,,02-2116-3952,노원구청 공원녹지과,2018-02-28,3100000,서울특별시 노원구
삿갓봉,,서울특별시 노원구 중계4동 356,37.657938,127.076152,1997-01-01,200,2017-04-04,적합,,02-2116-3952,노원구청 공원녹지과,2018-02-28,3100000,서울특별시 노원구
원터샘,,"서울특별시 노원구 상계6,7동 753-2",37.650783,127.064647,1997-01-01,200,2017-04-04,적합,,02-2116-3952,노원구청 공원녹지과,2018-02-28,3100000,서울특별시 노원구
백만정,,부산광역시 북구 만덕동 산149,35.2002978,129.0371773,,250,2019-01-07,적합,,051-309-4387,부산광역시 북구청,2019-05-21,3320000,부산광역시 북구
영락,,서울특별시 강북구 수유동 산127-1,37.6371301958,126.9926719411,,50,2019-05-13,적합,,02-901-6935,강북구청 공원녹지과,2019-06-04,3080000,서울특별시 강북구
영비천,,서울특별시 강북구 수유동 산127-1,37.6371301958,126.9926719411,,50,2019-03-26,적합,,02-901-6935,강북구청 공원녹지과,2019-06-04,3080000,서울특별시 강북구
삼성암밑,,서울특별시 강북구 수유동 산127-1,37.6371301958,126.9926719411,,50,2019-03-26,적합,,02-901-6935,강북구청 공원녹지과,2019-06-04,3080000,서울특별시 강북구
세심조기회,,서울특별시 강북구 수유동 산127-1,37.6371301958,126.9926719411,,50,2019-03-26,적합,,02-901-6935,강북구청 공원녹지과,2019-06-04,3080000,서울특별시 강북구
범골조기회,,서울특별시 강북구 수유동 산127-1,37.6371301958,126.9926719411,,50,2019-03-26,적합,,02-901-6935,강북구청 공원녹지과,2019-06-04,3080000,서울특별시 강북구
용천수,,서울특별시 강북구 수유동 산127-1,37.6371301958,126.9926719411,,50,2019-03-26,부적합,총대장균군,02-901-6935,강북구청 공원녹지과,2019-06-04,3080000,서울특별시 강북구
냉골조기회,,서울특별시 강북구 수유동 산127-1,37.6371301958,126.9926719411,,50,2019-03-26,적합,,02-901-6935,강북구청 공원녹지과,2019-06-04,3080000,서울특별시 강북구
세심천,,서울특별시 강북구 우이동 산68-1,37.6623578563,126.9952172432,,50,2019-03-26,부적합,총대장균군,02-901-6935,강북구청 공원녹지과,2019-06-04,3080000,서울특별시 강북구
용담수,,서울특별시 강북구 우이동 산68-1,37.6623578563,126.9952172432,,50,2019-03-26,적합,,02-901-6935,강북구청 공원녹지과,2019-06-04,3080000,서울특별시 강북구
정이생(하),,서울특별시 강북구 번동 산17,37.6320081461,127.0332300350,,50,2019-03-26,부적합,수원고갈로 인한 수질검사 미실시,02-901-6935,강북구청 공원녹지과,2019-06-04,3080000,서울특별시 강북구
정이생(상),,서울특별시 강북구 번동 산17,37.6320081461,127.0332300350,,50,2019-03-26,적합,,02-901-6935,강북구청 공원녹지과,2019-06-04,3080000,서울특별시 강북구
보람샘,,서울특별시 노원구 상계10동 686,37.660925,127.064157,1993-01-01,200,2017-05-16,적합,,02-2116-3952,노원구청 공원녹지과,2018-02-28,3100000,서울특별시 노원구
용암,,경기도 의정부시 호원동 304,,,,70,2016-09-09,적합,,031-828-4433,경기도 의정부시청,2019-10-03,3820000,경기도 의정부시
회룡샘,,경기도 의정부시 호원동 304,,,,90,2016-09-09,부적합,미채수(수량부족),031-828-4433,경기도 의정부시청,2019-10-03,3820000,경기도 의정부시
북부출장소,,경기도 의정부시 호원동 119-151,37.7088219386,127.0446276031,,60,2016-09-08,부적합,총대장균군+분원성대장균군,031-828-4433,경기도 의정부시청,2019-10-03,3820000,경기도 의정부시
만가대,,경기도 의정부시 용현동 산61,37.7172287474,127.0805864642,,150,2016-09-09,부적합,미채수(수량부족),031-828-4433,경기도 의정부시청,2019-10-03,3820000,경기도 의정부시
수락산,,경기도 의정부시 장암동 19-2,,,,200,2016-09-07,부적합,총대장균군,031-828-4433,경기도 의정부시청,2019-10-03,3820000,경기도 의정부시
수락산계곡,,경기도 의정부시 장암동 산19-1,37.7180350606,127.0708558837,,150,2016-09-07,적합,,031-828-4433,경기도 의정부시청,2019-10-03,3820000,경기도 의정부시
